slug,name,category,chain_main,chains,max_tvl,tvl_bin,ever_exploited,is_exploited_eventlevel,ever_audited,any_top_firm,audit_firm_count,contract_address,compiler_version,verified_source_found
hyperindex,HyperInDex,Dexs,HashKey Chain,HashKey Chain,968820.8502019324,Q4,0,0,0,0,0,,,0
hskhodlium,hskhodlium,Liquid Staking,HashKey Chain,HashKey Chain,3391764.887133608,Q4,0,0,0,0,0,,,0
davincigraph,DaVinciGraph,Token Locker,Hedera,Hedera,1851744.0,Q4,0,0,0,0,0,,,0
saucerswap-v2,SaucerSwap V2,Dexs,Hedera,Hedera,28761365.72497693,Q4,0,0,0,0,0,,,0
hbarsuite,HbarSuite,Dexs,Hedera,Hedera,1478262.0,Q4,0,0,0,0,0,,,0
bonzo-finance,Bonzo Finance,Lending,Hedera,Hedera,17938596.95379933,Q4,0,0,0,0,0,,,0
saucerswap-v1,SaucerSwap V1,Dexs,Hedera,Hedera,18229996.04736028,Q4,0,0,0,0,0,,,0
spectra-v2,Spectra V2,Yield,Hemi,Hemi;Ethereum;Katana;Binance;Hyperliquid L1;Flare;Base;Sonic;Avalanche;Monad;Arbitrum;Optimism,40328205.20101048,Q4,0,0,0,0,0,,,0
hemi-staking,Hemi Staking,Farm,Hemi,Hemi,55094490.44227748,Q4,0,0,0,0,0,,,0
hydration-lending,Hydration Lending,Lending,HydraDX,HydraDX,58702393.40236051,Q4,0,0,0,0,0,,,0
hydration-dex,Hydration DEX,Dexs,HydraDX,HydraDX,89403728.32647449,Q4,0,0,0,0,0,,,0
hyperlend-pooled,HyperLend Pooled,Lending,Hyperliquid L1,Hyperliquid L1,282603897.7677018,Q4,0,0,0,0,0,,,0
kittenswap-algebra,Kittenswap Algebra,Dexs,Hyperliquid L1,Hyperliquid L1,1367414.698232877,Q4,0,0,0,0,0,,,0
felix-cdp,Felix CDP,CDP,Hyperliquid L1,Hyperliquid L1,40738297.23517516,Q4,0,0,0,0,0,,,0
ultrasolid-v3,Ultrasolid V3,Dexs,Hyperliquid L1,Hyperliquid L1,1460115.151157041,Q4,0,0,0,0,0,,,0
hyperstable-cdp,Hyperstable CDP,CDP,Hyperliquid L1,Hyperliquid L1,591751.7115265304,Q4,0,0,0,0,0,,,0
icdex,ICDex,Dexs,ICP,ICP,703142.3521358895,Q4,0,0,0,0,0,,,0
service-nervous-systems,Service Nervous Systems,Governance Incentives,ICP,ICP,2393508.847263011,Q4,0,0,0,0,0,,,0
gold-dao,Gold DAO,RWA,ICP,ICP,1368696.6571300875,Q4,0,0,0,0,0,,,0
waterneuron,WaterNeuron,Liquid Staking,ICP,ICP,7090217.665437026,Q4,0,0,0,0,0,,,0
icpswap,ICPSwap,Dexs,ICP,ICP,4085476.0,Q4,0,0,0,0,0,,,0
pools-finance,Pools Finance,Dexs,IOTA,IOTA,4458328.254712662,Q4,0,0,0,0,0,,,0
swirl,Swirl,Liquid Staking,IOTA,IOTA,9289129.556381816,Q4,0,0,0,0,0,,,0
virtue,Virtue,CDP,IOTA,IOTA,5667029.777631912,Q4,0,0,0,0,0,,,0
magicsea-lb,MagicSea LB,Dexs,IOTA EVM,IOTA EVM,1049016.0127323647,Q4,0,0,0,0,0,,,0
deepr-finance,Deepr Finance,Lending,IOTA EVM,IOTA EVM;ShimmerEVM,1050273.13505892,Q4,0,0,0,0,0,,,0
balanced-dollar,Balanced Dollar,CDP,Icon,Icon,2089837.948864104,Q4,0,0,0,0,0,,,0
balanced-exchange,Balanced Exchange,Dexs,Icon,Icon;Avalanche;Binance;Arbitrum;Solana;Stellar;Sui;Injective;Base;Archway;Optimism,9596342.887209697,Q4,0,0,0,0,0,,,0
sicx,sICX,Liquid Staking,Icon,Icon,2771269.056673193,Q4,0,0,0,0,0,,,0
quickswap-v3,Quickswap V3,Dexs,Immutable zkEVM,Immutable zkEVM;Polygon;Manta;Soneium;X Layer;Dogechain;Polygon zkEVM;Astar zkEVM,25374418.163879503,Q4,0,0,0,0,0,,,0
initiadex,InitiaDEX,Dexs,Initia,Initia,3292240.349693714,Q4,0,0,0,0,0,,,0
cabal,Cabal,Governance Incentives,Initia,Initia,826529.8806861008,Q4,0,0,0,0,0,,,0
helix-spot,Helix Spot,Dexs,Injective,Injective,1953447.149620391,Q4,0,0,0,0,0,,,0
neptune-finance,Neptune Finance,Lending,Injective,Injective,3355184.8010595688,Q4,0,0,0,0,0,,,0
hydro-lending,Hydro Lending,Lending,Injective,Injective,1858010.45421537,Q4,0,0,0,0,0,,,0
helix-perp,Helix Perp,Derivatives,Injective,Injective,11318752.713101389,Q4,0,0,0,0,0,,,0
hydro-lst,Hydro LST,Liquid Staking,Injective,Injective,7836764.858132925,Q4,0,0,0,0,0,,,0
velodrome-v3,Velodrome V3,Dexs,Ink,Ink;Optimism;Soneium;Lisk;Unichain;Celo;Superseed;Fraxtal;Swellchain;Mode,30137759.147763494,Q4,0,0,0,0,0,,,0
inkyswap,InkySwap,Dexs,Ink,Ink,973594.968871212,Q4,0,0,0,0,0,,,0
bedrock-uniiotx,Bedrock uniIOTX,Liquid Staking,IoTeX,IoTeX,3314079.410536974,Q4,0,0,0,0,0,,,0
mimo-v2,Mimo V2,Dexs,IoTeX,IoTeX,3464948.388002506,Q4,0,0,0,0,0,,,0
zoomswap,ZoomSwap,Farm,IoTeX,IoTeX,939333.9446229558,Q4,0,0,0,0,0,,,0
karura-liquid-staking,Karura Liquid Staking,Liquid Staking,Karura,Karura,1185283.574555891,Q4,0,0,0,0,0,,,0
steer-protocol,Steer Protocol,Liquidity manager,Katana,Katana;Base;Binance;Ethereum;Polygon;Hyperliquid L1;Saga;Nibiru;Manta;Flare;Linea;Metis;Evmos;Celo;Arbitrum;Mode;Zircuit;Sonic;Avalanche;Berachain;Kava;Optimism;Blast;Astar;Soneium;Hemi;Scroll;RSK;ThunderCore;X Layer;Polygon zkEVM;Mantle;Fantom;Telos;Filecoin;zkLink;Unichain;Moonbeam;ApeChain;ZetaChain;Taiko;Ronin,38496759.10962028,Q4,0,0,0,0,0,,,0
sushiswap-v3,SushiSwap V3,Dexs,Katana,Katana;Hemi;Base;Ethereum;Arbitrum;RSK;Filecoin;Optimism;Polygon;ThunderCore;Europa;xDai;Binance;Scroll;Avalanche;Linea;Arbitrum Nova;Sonic;CORE;Polygon zkEVM;Blast;Metis;ZetaChain;Fantom;Moonriver;Kava;Fuse;Bittorrent;Moonbeam,102433495.7660182,Q4,0,0,0,0,0,,,0
yearn-curating,Yearn Curating,Risk Curators,Katana,Katana;Ethereum;Arbitrum;Base,152749048.00896198,Q4,0,0,0,0,0,,,0
equilibre,Equilibre,Dexs,Kava,Kava,6657395.626054041,Q4,0,0,0,0,0,,,0
kava-earn,Kava Earn,Yield Aggregator,Kava,Kava,2900064.9856283115,Q4,0,0,0,0,0,,,0
scrub-invest,Scrub Invest,Yield,Kava,Kava,6632012.135680333,Q4,0,0,0,0,0,,,0
kava-lend,Kava Lend,Lending,Kava,Kava,15446533.923351258,Q4,0,0,0,0,0,,,0
kava-mint,Kava Mint,CDP,Kava,Kava,22220250.508166477,Q4,0,0,0,0,0,,,0
neopin-staking,NEOPIN Staking,Staking Pool,Klaytn,Klaytn;Tron,50171835.589826755,Q4,0,0,0,0,0,,,0
lair-finance,Lair Finance,Liquid Staking,Klaytn,Klaytn;Somnia;Berachain,7717632.432454992,Q4,0,0,0,0,0,,,0
consensus-liquidity-dex,Consensus Liquidity DEX,Dexs,Klaytn,Klaytn,1075459.8969242126,Q4,0,0,0,0,0,,,0
kleva-farm,Kleva Farm,Leveraged Farming,Klaytn,Klaytn,783812.1504501466,Q4,0,0,0,0,0,,,0
klayportal,Klayportal,Staking Pool,Klaytn,Klaytn,1075517.873573339,Q4,0,0,0,0,0,,,0
etherex-cl,Etherex CL,Dexs,Linea,Linea,20418210.372846875,Q4,0,0,0,0,0,,,0
nile-cl,Nile CL,Dexs,Linea,Linea,703156.6674843209,Q4,0,0,0,0,0,,,0
deri-v4,Deri V4,Options,Linea,Linea;Binance;Base;zkSync Era;Supra;Arbitrum;Sonic;Polygon zkEVM;Taiko;Blast;Manta;Scroll,10320251.7758045,Q4,0,0,0,0,0,,,0
zerolend-lending,ZeroLend Lending,Lending,Linea,Linea;zkSync Era;Blast;Ethereum;Manta;Base;Abstract;X Layer;Zircuit;Corn;Hemi,8138638.244020268,Q4,0,0,0,0,0,,,0
etherex-legacy,Etherex Legacy,Dexs,Linea,Linea,8787629.411589231,Q4,0,0,0,0,0,,,0
layerbank,LayerBank,Lending,Manta,Manta;Linea;RSK;Scroll;Hemi;BOB;BSquared;Plume Mainnet;Morph;Taiko;Mint;zkLink;Bitlayer;Nibiru;Binance;Mode,7515262.601320597,Q4,0,0,0,0,0,,,0
shoebill-v2,Shoebill V2,Lending,Manta,Manta;BSquared;BOB;Metis;zkLink;Fuse;Mode;WEMIX;Klaytn;ZetaChain;Kroma,921101.229672256,Q4,0,0,0,0,0,,,0
gullnetwork-amm,GullNetwork AMM,Dexs,Manta,Manta,1134331.957895851,Q4,0,0,0,0,0,,,0
manta-cedefi,Manta CeDeFi,Basis Trading,Manta,Manta,43540388.632148325,Q4,0,0,0,0,0,,,0
manta-atlantic-stake,Manta Atlantic Stake,Chain,Manta Atlantic,Manta Atlantic,6825580.70162173,Q4,0,0,0,0,0,,,0
solv-rwa,Solv RWA,RWA,Mantle,Mantle,950141.770048457,Q4,0,0,0,0,0,,,0
brink,Brink,Onchain Capital Allocator,Mantle,Mantle;Base,868264.6799226669,Q4,0,0,0,0,0,,,0
lendle-pooled-markets,Lendle Pooled Markets,Lending,Mantle,Mantle,8129498.867854816,Q4,0,0,0,0,0,,,0
agni-finance,Agni Finance,Dexs,Mantle,Mantle,37574893.71335653,Q4,0,0,0,0,0,,,0
merchant-moe-liquidity-book,Merchant Moe Liquidity Book,Dexs,Mantle,Mantle,60280447.70401792,Q4,0,0,0,0,0,,,0
staq,StaQ,Liquid Staking,Map,Map,3957448.157964632,Q4,0,0,0,0,0,,,0
hiveswap-v3,HiveSwap V3,Dexs,Map,Map,7598140.273109361,Q4,0,0,0,0,0,,,0
maya-protocol,Maya Protocol,Cross Chain Bridge,Mayachain,Mayachain;Bitcoin;Ethereum;Thorchain;Arbitrum;Dash;Radix;Kujira,13816112.470631205,Q4,0,0,0,0,0,,,0
free-protocol,Free Protocol,Bridge,Merlin,Merlin;Ethereum;Binance;Arbitrum;Hemi;Manta;Kroma;Polygon,551811515.835739,Q4,0,0,0,0,0,,,0
merlinswap,MerlinSwap,Dexs,Merlin,Merlin,21503397.404116612,Q4,0,0,0,0,0,,,0
solv-others,Solv Others,Anchor BTC,Merlin,Merlin,2890099.0044887317,Q4,0,0,0,0,0,,,0
netswap,NetSwap,Dexs,Metis,Metis,1610123.4850188792,Q4,0,0,0,0,0,,,0
exinpool,ExinPool,Liquid Staking,Mixin,Mixin,11103375.0,Q4,0,0,0,0,0,,,0
pando-leaf,Pando Leaf,CDP,Mixin,Mixin,18621331.248231605,Q4,0,0,0,0,0,,,0
bwatch,Bwatch,Indexes,Mixin,Mixin,58324019.0,Q4,0,0,0,0,0,,,0
ocean-one,Ocean One,Dexs,Mixin,Mixin,839656.22,Q4,0,0,0,0,0,,,0
sturdy-v2,Sturdy V2,Lending,Mode,Mode;Flow;Ethereum;Linea;Optimism;Sei,620436.4475273921,Q4,0,0,0,0,0,,,0
pingu-exchange,Pingu Exchange,Derivatives,Monad,Monad;Arbitrum,1393409.7335031445,Q4,0,0,0,0,0,,,0
stellaswap-v4,StellaSwap V4,Dexs,Moonbeam,Moonbeam,2163765.397906411,Q4,0,0,0,0,0,,,0
moonwell-apollo,Moonwell Apollo,Lending,Moonriver,Moonriver,886077.0208707666,Q4,0,0,0,0,0,,,0
bulbaswap-v3,BulbaSwap V3,Dexs,Morph,Morph,6399056.476053806,Q4,0,0,0,0,0,,,0
meridian-amm,Meridian AMM,Dexs,Movement,Movement,9502382.433659827,Q4,0,0,0,0,0,,,0
yuzu-finance,Yuzu Finance,Dexs,Movement,Movement,600628.2020616586,Q4,0,0,0,0,0,,,0
mosaic-amm,Mosaic AMM,Dexs,Movement,Movement,1634204.1324429624,Q4,0,0,0,0,0,,,0
canopy,Canopy,Yield Aggregator,Movement,Movement,37001037.10897679,Q4,0,0,0,0,0,,,0
moveposition,MovePosition,Lending,Movement,Movement,8712198.392374374,Q4,0,0,0,0,0,,,0
flamingo-finance,Flamingo Finance,Dexs,NEO,NEO,3300281.643398752,Q4,0,0,0,0,0,,,0
flamingo-lend,Flamingo Lend,Lending,NEO,NEO,1614203.4875762796,Q4,0,0,0,0,0,,,0
neoburger,NeoBurger,Liquid Staking,NEO,NEO,5982634.962218316,Q4,0,0,0,0,0,,,0
namada-shielded-pools,Namada Shielded Pools,Privacy,Namada,Namada,1474804.0443940256,Q4,0,0,0,0,0,,,0
allstake,Allstake,Restaking,Near,Near;Solana;Ethereum,1928850.3447245308,Q4,0,0,0,0,0,,,0
here-wallet-staking,HERE Wallet staking,Liquid Staking,Near,Near,706339.2251002154,Q4,0,0,0,0,0,,,0
rhea-dex,Rhea Dex,Dexs,Near,Near,32628132.375821423,Q4,0,0,0,0,0,,,0
linear-protocol,LiNEAR Protocol,Liquid Staking,Near,Near,48290718.259184524,Q4,0,0,0,0,0,,,0
near-intents,NEAR Intents,Cross Chain Bridge,Near,Near;Ethereum;Bitcoin;Binance;Solana;Tron;Doge;Ripple;Litecoin;Arbitrum;Polygon;Base;xDai;Optimism;Aptos;Avalanche;TON;Sui;Berachain;Monad,49059382.34730712,Q4,0,0,0,0,0,,,0
astroport,Astroport,Dexs,Neutron,Neutron;Terra2;Injective;Osmosis;Sei,15279148.5023959,Q4,0,0,0,0,0,,,0
duality,Duality,Dexs,Neutron,Neutron,3147591.70097471,Q4,0,0,0,0,0,,,0
amber-finance,Amber Finance,Lending,Neutron,Neutron,30600497.695781656,Q4,0,0,0,0,0,,,0
drop,Drop,Liquid Staking,Neutron,Neutron,15002619.76285042,Q4,0,0,0,0,0,,,0
newswap,Newswap,Dexs,Newton,Newton,781707.7082848828,Q4,0,0,0,0,0,,,0
eris-protocol,Eris Protocol,Liquid Staking,Nibiru,Nibiru;Terra2;Kujira;Injective;Chihuahua;Juno;Terra;Osmosis;Sei;Archway;Neutron;Migaloo,2024973.4600179344,Q4,0,0,0,0,0,,,0
noble,Noble,Chain,Noble,Noble,238974828.76292005,Q4,0,0,0,0,0,,,0
nerveswap,NerveSwap,Dexs,Nuls,Nuls,2400229.0,Q4,0,0,0,0,0,,,0
cherryswap,CherrySwap,Dexs,OKExChain,OKExChain,641544.8521108069,Q4,0,0,0,0,0,,,0
gaming-dex,Gaming DEX,Dexs,Oasys,Oasys;DeFiVerse,618704.8213002362,Q4,0,0,0,0,0,,,0
wing-finance,Wing Finance,Lending,Ontology,Ontology;Binance;Ethereum;OKExChain;OntologyEVM,6293810.268461594,Q4,0,0,0,0,0,,,0
luigiswap,LuigiSwap,Dexs,Op_Bnb,Op_Bnb;Scroll,635421.7209903181,Q4,0,0,0,0,0,,,0
velodrome-v1,Velodrome V1,Dexs,Optimism,Optimism,742101.8149345726,Q4,0,0,0,0,0,,,0
reaper-farm,Reaper Farm,Yield Aggregator,Optimism,Optimism;Fantom;Binance;Arbitrum,1621354.6244049815,Q4,0,0,0,0,0,,,0
beets-dex,Beets DEX,Dexs,Optimism,Optimism;Sonic;Fantom,2474510.5304851867,Q4,0,0,0,0,0,,,0
pooltogether-v5,PoolTogether V5,Yield Lottery,Optimism,Optimism;Base;Ethereum;xDai;World Chain;Arbitrum;Scroll,6199535.619088407,Q4,0,0,0,0,0,,,0
overtime,Overtime,Prediction Market,Optimism,Optimism;Arbitrum;Base;Polygon;Ethereum;Binance,2195228.0286754486,Q4,0,0,0,0,0,,,0
mars-lend,Mars Lend,Lending,Osmosis,Osmosis;Neutron;Terra,8409429.645640127,Q4,0,0,0,0,0,,,0
nolus-protocol,Nolus Protocol,Lending,Osmosis,Osmosis;Nolus;Neutron,1824652.0949055548,Q4,0,0,0,0,0,,,0
osmosis-dex,Osmosis DEX,Dexs,Osmosis,Osmosis,21067088.639462058,Q4,0,0,0,0,0,,,0
machinex-cl,MachineX CL,Dexs,Peaq,Peaq,1165055.4592841873,Q4,0,0,0,0,0,,,0
plasma-saving-vaults,Plasma Saving Vaults,Onchain Capital Allocator,Plasma,Plasma,315986850.0763525,Q4,0,0,0,0,0,,,0
k3-capital,K3 Capital,Risk Curators,Plasma,Plasma;Ethereum;Arbitrum;Avalanche;Unichain;Binance;BOB,296785826.4849351,Q4,0,0,0,0,0,,,0
mineral-vault,Mineral Vault,RWA,Plume Mainnet,Plume Mainnet;Ethereum,1659729.5265655196,Q4,0,0,0,0,0,,,0
mystic-finance-lending,Mystic Finance Lending,Lending,Plume Mainnet,Plume Mainnet,13443862.132099776,Q4,0,0,0,0,0,,,0
solera,Solera,Lending,Plume Mainnet,Plume Mainnet;Hemi,14623038.152931258,Q4,0,0,0,0,0,,,0
nest-credit,Nest Credit,RWA,Plume Mainnet,Plume Mainnet;Ethereum;Plasma;Binance,44555511.13750989,Q4,0,0,0,0,0,,,0
rooster-protocol-v2,Rooster Protocol V2,Dexs,Plume Mainnet,Plume Mainnet,2951775.6980185397,Q4,0,0,0,0,0,,,0
azuro,Azuro,Prediction Market,Polygon,Polygon;Base;Chiliz;xDai,1001120.4057664626,Q4,0,0,0,0,0,,,0
proxy,Proxy,Bridge,Polygon,Polygon;Ethereum,23461758.623848807,Q4,0,0,0,0,0,,,0
klimadao,KlimaDAO,RWA,Polygon,Polygon;Base,1722297.0502173707,Q4,0,0,0,0,0,,,0
bim,BIM,Yield Aggregator,Polygon,Polygon;Plasma;Base;Optimism;Ethereum;Binance;Sonic;Fraxtal;Hyperliquid L1;Arbitrum;Avalanche;xDai,704662.7477666556,Q4,0,0,0,0,0,,,0
quickswap-dex,Quickswap Dex,Dexs,Polygon,Polygon;Base,422441535.7912815,Q4,0,0,0,0,0,,,0
polynomial-liquidity,Polynomial Liquidity,Dexs,Polynomial,Polynomial,2010611.337627028,Q4,0,0,0,0,0,,,0
savmswap,savmSwap,Dexs,Prom,Prom;SatoshiVM,669741.1619693476,Q4,0,0,0,0,0,,,0
metalx-dex,MetalX Dex,Dexs,Proton,Proton,4836052.148487179,Q4,0,0,0,0,0,,,0
metalx-lending,MetalX Lending,Lending,Proton,Proton,38992448.3586151,Q4,0,0,0,0,0,,,0
metalx-swap,MetalX Swap,Dexs,Proton,Proton,9624408.727274315,Q4,0,0,0,0,0,,,0
figure-markets-exchange,Figure Markets Exchange,OTC Marketplace,Provenance,Provenance,575700889.1663808,Q4,0,0,0,0,0,,,0
figure-markets-democratized-prime,Figure Markets Democratized Prime,RWA Lending,Provenance,Provenance,28465553.061397336,Q4,0,0,0,0,0,,,0
pulsex-v1,PulseX V1,Dexs,Pulse,Pulse,31201910.540422294,Q4,0,0,0,0,0,,,0
pulsex-stableswap,PulseX StableSwap,Dexs,Pulse,Pulse,1151870.2594661291,Q4,0,0,0,0,0,,,0
9inch-v2,9inch V2,Dexs,Pulse,Pulse;Ethereum,765610.1055580017,Q4,0,0,0,0,0,,,0
powercity-flex-protocol,Powercity Flex Protocol,CDP,Pulse,Pulse,1582704.5188672268,Q4,0,0,0,0,0,,,0
phiat-protocol,Phiat Protocol,Lending,Pulse,Pulse,2828996.483656019,Q4,0,0,0,0,0,,,0
qearn,Qearn,Staking Pool,Qubic,Qubic,20329575.839805517,Q4,0,0,0,0,0,,,0
babelfish,BabelFish,Bridge,RSK,RSK,990651.1915666942,Q4,0,0,0,0,0,,,0
moneyonchain,MoneyOnChain,Dual-Token Stablecoin,RSK,RSK,79816528.64651738,Q4,0,0,0,0,0,,,0
sovryn-zero,Sovryn Zero,CDP,RSK,RSK,29302889.585193604,Q4,0,0,0,0,0,,,0
rif-on-chain,RIF ON CHAIN,Dual-Token Stablecoin,RSK,RSK,10651662.474212669,Q4,0,0,0,0,0,,,0
sovryn-lend,Sovryn Lend,Lending,RSK,RSK,4085783.8836552138,Q4,0,0,0,0,0,,,0
weft-v2,Weft V2,Lending,Radix,Radix,1452777.840193841,Q4,0,0,0,0,0,,,0
caviarnine-simple-pools,CaviarNine Simple Pools,Dexs,Radix,Radix,915768.12296265,Q4,0,0,0,0,0,,,0
doppler-finance,Doppler Finance,CeDeFi,Ripple,Ripple;Ethereum,86559986.99409328,Q4,0,0,0,0,0,,,0
fassets,FAssets,Bridge,Ripple,Ripple;Flare,183688174.23733017,Q4,0,0,0,0,0,,,0
xrpl-dex,XRPL DEX,Dexs,Ripple,Ripple,53377456.63295836,Q4,0,0,0,0,0,,,0
openeden-tbill,OpenEden TBILL,RWA,Ripple,Ripple;Ethereum;Arbitrum;Solana,106110870.9562151,Q4,0,0,0,0,0,,,0
wrapped,Wrapped,Bridge,Ripple,Ripple;Celo;Ethereum,35730572.13698126,Q4,0,0,0,0,0,,,0
chainge-finance,Chainge Finance,Dexs,Rollux,Rollux;Fusion,15612281.246149112,Q4,0,0,0,0,0,,,0
katana-dex,Katana DEX,Dexs,Ronin,Ronin,13633891.87034051,Q4,0,0,0,0,0,,,0
katana-dex-v3,Katana DEX V3,Dexs,Ronin,Ronin,4825855.102854238,Q4,0,0,0,0,0,,,0
liquid-ron,Liquid Ron,Liquid Staking,Ronin,Ronin,854297.2903317336,Q4,0,0,0,0,0,,,0
sx-bet,SX Bet,Prediction Market,SX Rollup,SX Rollup,720120.1983317944,Q4,0,0,0,0,0,,,0
colt,Colt,Partially Algorithmic Stablecoin,Saga,Saga,2030883.0581916217,Q4,0,0,0,0,0,,,0
accumulated-finance-liquid-staking,Accumulated Finance Liquid Staking,Liquid Staking,Sapphire,Sapphire;Bitkub;ZetaChain;Velas;Ethereum;Coti;Manta;Arbitrum;Binance;Sei;Artela,1190593.23498727,Q4,0,0,0,0,0,,,0
etherfi-borrowing-market,EtherFi Borrowing Market,Lending,Scroll,Scroll,158963345.00332186,Q4,0,0,0,0,0,,,0
etherfi-cash-liquid,EtherFi Cash Liquid,Onchain Capital Allocator,Scroll,Scroll,138326390.77948335,Q4,0,0,0,0,0,,,0
honeypop-dex,Honeypop DEX,Dexs,Scroll,Scroll,5699590.892222709,Q4,0,0,0,0,0,,,0
shadelend,ShadeLend,Lending,Secret,Secret,766514.1448222458,Q4,0,0,0,0,0,,,0
shadeswap,ShadeSwap,Dexs,Secret,Secret,1255236.0416186757,Q4,0,0,0,0,0,,,0
stkd-scrt,stkd-SCRT,Liquid Staking,Secret,Secret,1488826.497394216,Q4,0,0,0,0,0,,,0
tea-rex,Tea-REX,Derivatives,Sei,Sei,11431267.40894885,Q4,0,0,0,0,0,,,0
takara-lend,Takara Lend,Lending,Sei,Sei,64206401.351116,Q4,0,0,0,0,0,,,0
clovis,Clovis,Yield Aggregator,Sei,Sei;Arbitrum;Binance;Ethereum;Base;Optimism;Avalanche;Polygon;Hyperliquid L1;Swellchain,783302.6420013331,Q4,0,0,0,0,0,,,0
synnax-protocol,Synnax Protocol,CDP,Sei,Sei,7309778.68757122,Q4,0,0,0,0,0,,,0
sailor,Sailor,Dexs,Sei,Sei,36478019.994471006,Q4,0,0,0,0,0,,,0
magicsea-amm,MagicSea AMM,Dexs,ShimmerEVM,ShimmerEVM;IOTA EVM,685540.1589261187,Q4,0,0,0,0,0,,,0
fragmetric,Fragmetric,Liquid Restaking,Solana,Solana,23016139.704696752,Q4,0,0,0,0,0,,,0
onre,OnRe,RWA,Solana,Solana,69402946.69358243,Q4,0,0,0,0,0,,,0
nx-finance,NX Finance,Yield Aggregator,Solana,Solana,2982087.415610795,Q4,0,0,0,0,0,,,0
manifest-trade,Manifest Trade,Dexs,Solana,Solana,3540145.646767688,Q4,0,0,0,0,0,,,0
katana,Katana,Options Vault,Solana,Solana,2417024.998100337,Q4,0,0,0,0,0,,,0
sakefinance,SakeFinance,Lending,Soneium,Soneium,4493599.078126621,Q4,0,0,0,0,0,,,0
kyo-finance,Kyo Finance,Dexs,Soneium,Soneium,3321046.633921134,Q4,0,0,0,0,0,,,0
navigator,Navigator,Derivatives,Sonic,Sonic,1263698.4472331477,Q4,0,0,0,0,0,,,0
angles-stake,Angles Stake,Liquid Staking,Sonic,Sonic,2666915.112032634,Q4,0,0,0,0,0,,,0
swapx-algebra,SwapX Algebra,Dexs,Sonic,Sonic,1378194.7231839297,Q4,0,0,0,0,0,,,0
wagmi,WAGMI,Dexs,Sonic,Sonic;Kava;Metis;IOTA EVM;zkSync Era;Ethereum;Base;zkLink;Fantom,2923655.395135733,Q4,0,0,0,0,0,,,0
beets-lst,Beets LST,Liquid Staking,Sonic,Sonic;Fantom,12927040.90179489,Q4,0,0,0,0,0,,,0
sophon-farm,Sophon Farm,Chain,Sophon,Sophon;Ethereum,9628626.400699489,Q4,0,0,0,0,0,,,0
bitflow,Bitflow,Dexs,Stacks,Stacks,5475060.737756918,Q4,0,0,0,0,0,,,0
lisa,LISA,Liquid Staking,Stacks,Stacks,600603.3944093694,Q4,0,0,0,0,0,,,0
arkadiko,Arkadiko,CDP,Stacks,Stacks,1598019.1013888065,Q4,0,0,0,0,0,,,0
zest,Zest,Lending,Stacks,Stacks,75013654.58224557,Q4,0,0,0,0,0,,,0
citycoins,CityCoins,Yield,Stacks,Stacks,3916492.739964983,Q4,0,0,0,0,0,,,0
troves,Troves,Yield,Starknet,Starknet,15124271.962721488,Q4,0,0,0,0,0,,,0
ekubo,Ekubo,Dexs,Starknet,Starknet;Ethereum,61056276.81774344,Q4,0,0,0,0,0,,,0
myswap-v1,mySwap V1,Dexs,Starknet,Starknet,610949.8385530798,Q4,0,0,0,0,0,,,0
10kswap,10KSwap,Dexs,Starknet,Starknet,853902.9951870741,Q4,0,0,0,0,0,,,0
nostra-pools,Nostra Pools,Dexs,Starknet,Starknet,700690.1835579958,Q4,0,0,0,0,0,,,0
blend-pools-v2,Blend Pools V2,Lending,Stellar,Stellar,81826236.31912945,Q4,0,0,0,0,0,,,0
scopuly,Scopuly,Dexs,Stellar,Stellar,1315875.5185807,Q4,0,0,0,0,0,,,0
aquarius-stellar,Aquarius Stellar,Dexs,Stellar,Stellar,37006372.009281,Q4,0,0,0,0,0,,,0
stellar-dex,Stellar DEX,Dexs,Stellar,Stellar,17897402.239898764,Q4,0,0,0,0,0,,,0
fxdao,FxDAO,Partially Algorithmic Stablecoin,Stellar,Stellar,11935333.203073695,Q4,0,0,0,0,0,,,0
meta-pool-stip,Meta Pool stIP,Liquid Staking,Story,Story,2941599.394332833,Q4,0,0,0,0,0,,,0
verio,Verio,Liquid Staking,Story,Story,16081137.025081135,Q4,0,0,0,0,0,,,0
piperx-v3,PiperX V3,Dexs,Story,Story,2068734.2183072967,Q4,0,0,0,0,0,,,0
aria-protocol,Aria Protocol,RWA,Story,Story,4740718.662928757,Q4,0,0,0,0,0,,,0
story-hunt,Story Hunt,Dexs,Story,Story,1943069.2395924025,Q4,0,0,0,0,0,,,0
stratis-mstrax,Stratis mSTRAX,Liquid Staking,Stratis,Stratis,2981046.2901780577,Q4,0,0,0,0,0,,,0
zo-perps,ZO Perps,Derivatives,Sui,Sui,899345.2025935808,Q4,0,0,0,0,0,,,0
ember-protocol,Ember Protocol,Risk Curators,Sui,Sui,58974332.875893265,Q4,0,0,0,0,0,,,0
springsui,SpringSui,Liquid Staking,Sui,Sui,127073321.047655,Q4,0,0,0,0,0,,,0
suilend,Suilend,Lending,Sui,Sui,259535338.06450796,Q4,0,0,0,0,0,,,0
haedal-protocol,Haedal Protocol,Liquid Staking,Sui,Sui,77192911.01748204,Q4,0,0,0,0,0,,,0
solido-cash,Solido Cash,CDP,Supra,Supra,1601134.6028717568,Q4,0,0,0,0,0,,,0
