slug,name,category,chain_main,chains,max_tvl,tvl_bin,ever_exploited,is_exploited_eventlevel,ever_audited,any_top_firm,audit_firm_count,contract_address,compiler_version,verified_source_found
tfm,TFM,Dexs,Terra,Terra,1486.7039771427585,Q2,0,0,0,0,0,,,0
prism-protocol,PRISM Protocol,Yield,Terra2,Terra2;Terra,4947.039187447534,Q2,0,0,0,0,0,,,0
ura-dex,Ura Dex,Dexs,Terra2,Terra2,4619.544945310883,Q2,0,0,0,0,0,,,0
phoenix-dex,Phoenix DEX,Dexs,Terra2,Terra2,6754.96449266494,Q2,0,0,0,0,0,,,0
spectrum-protocol,Spectrum Protocol,Yield,Terra2,Terra2;Terra,11158.978072972694,Q2,0,0,0,0,0,,,0
aliensfarm,AliensFarm,Dexs,Tezos,Tezos,1271.4151593627869,Q2,0,0,0,0,0,,,0
flame-defi,Flame DeFi,Yield,Tezos,Tezos,1710.2219409951315,Q2,0,0,0,0,0,,,0
vortex-protocol,Vortex Protocol,Dexs,Tezos,Tezos,10376.98204091912,Q2,0,0,0,0,0,,,0
mori-protocol,Mori Protocol,Dexs,TomoChain,TomoChain,477.2075056610205,Q2,0,0,0,0,0,,,0
garble.money,Garble.Money,Privacy,Tron,Tron,1003.651820452812,Q2,0,0,0,0,0,,,0
flatcoin-dex,FlatCoin DEX,Farm,Tron,Tron,12.497218566006987,Q2,0,0,0,0,0,,,0
vii-finance,VII Finance,Leveraged Farming,Unichain,Unichain,3170.958146358904,Q2,0,0,0,0,0,,,0
symblox,Symblox,Synthetics,Velas,Velas,10172.78848784604,Q2,0,0,0,0,0,,,0
earnifty,Earnifty,Yield Aggregator,Velas,Velas,67.48058587580759,Q2,0,0,0,0,0,,,0
vinuswap,VinuSwap,Dexs,VinuChain,VinuChain,9720.854370630002,Q2,0,0,0,0,0,,,0
vinufinance,VinuFinance,Lending,VinuChain,VinuChain,131.59552182665402,Q2,0,0,0,0,0,,,0
vitcswap,VITCSwap,Dexs,Vite,Vite,4777.542523288058,Q2,0,0,0,0,0,,,0
beefstake,BeefStake,Yield,Vite,Vite,10059.582075721108,Q2,0,0,0,0,0,,,0
deltafi,DELTAFi,Synthetics,WEMIX,WEMIX,152.32644524098984,Q2,0,0,0,0,0,,,0
rexdex,RexDex,Dexs,Wanchain,Wanchain,8298.10454675874,Q2,0,0,0,0,0,,,0
aquadex,Aquadex,Dexs,Waterfall,Waterfall,1.2183562349753696,Q2,0,0,0,0,0,,,0
neftyblocks,NeftyBlocks,NFT Marketplace,Wax,Wax,4732.547487655083,Q2,0,0,0,0,0,,,0
nft-hive,NFT Hive,NFT Marketplace,Wax,Wax,4346.7942179916245,Q2,0,0,0,0,0,,,0
waxdao,WaxDAO,Services,Wax,Wax,246.07969961669045,Q2,0,0,0,0,0,,,0
r-planet,R-Planet,Gaming,Wax,Wax,2427.484982776499,Q2,0,0,0,0,0,,,0
wax.fun,WAX.FUN,Launchpad,Wax,Wax,2752.87559461622,Q2,0,0,0,0,0,,,0
fisclend-finance,Fisclend Finance,Lending,World Chain,World Chain;Sonic;ApeChain,59.09373034621911,Q2,0,0,0,0,0,,,0
magnify-cash,Magnify Cash,Lending,World Chain,World Chain,157.04351124861338,Q2,0,0,0,0,0,,,0
z3z,Z3Z,Gaming,World Chain,World Chain,1807.965863723265,Q2,0,0,0,0,0,,,0
meme-wallet,Meme Wallet,Launchpad,World Chain,World Chain,4881.483331051999,Q2,0,0,0,0,0,,,0
x3x,X3X,Prediction Market,World Chain,World Chain,2718.8288847009053,Q2,0,0,0,0,0,,,0
jaceswap,JaceSwap,Dexs,X Layer,X Layer,9883.26516257027,Q2,0,0,0,0,0,,,0
lfgswap-xlayer,LFGSwap XLayer,Dexs,X Layer,X Layer,5264.53699402754,Q2,0,0,0,0,0,,,0
xtrade,XTrade,Dexs,X Layer,X Layer,187.64752888831757,Q2,0,0,0,0,0,,,0
okielaunch,OkieLaunch,Launchpad,X Layer,X Layer,849.4369930955997,Q2,0,0,0,0,0,,,0
stationdex-v3,StationDEX V3,Dexs,X Layer,X Layer,1192.6587511058744,Q2,0,0,0,0,0,,,0
nexus-portal,Nexus Portal,Dexs,XDC,XDC,10240.930204635602,Q2,0,0,0,0,0,,,0
globiance,Globiance,Dexs,XDC,XDC,11469.705126273291,Q2,0,0,0,0,0,,,0
blaze-swap,Blaze Swap,Dexs,XION,XION,4936.087205759801,Q2,0,0,0,0,0,,,0
moai-v2,Moai V2,Dexs,XRPL EVM,XRPL EVM,321.1459599996224,Q2,0,0,0,0,0,,,0
moai-v3,Moai V3,Dexs,XRPL EVM,XRPL EVM,1847.5712210433687,Q2,0,0,0,0,0,,,0
surgedefi,SurgeDefi,Dexs,XRPL EVM,XRPL EVM,6698.970913709762,Q2,0,0,0,0,0,,,0
kaleidocube,KaleidoCube,Dexs,Xai,Xai;Arbitrum,13649.88965194044,Q2,0,0,0,0,0,,,0
dopin-protocol,Dopin Protocol,Dexs,Xphere,Xphere;Taraxa,5.952788353278127,Q2,0,0,0,0,0,,,0
eddyfinance-v3,EddyFinance V3,Dexs,ZetaChain,ZetaChain,9314.150887248616,Q2,0,0,0,0,0,,,0
omnipool,Omnipool,Liquid Staking,ZetaChain,ZetaChain,636.0835265740719,Q2,0,0,0,0,0,,,0
beam-dex,Beam Dex,Dexs,ZetaChain,ZetaChain,1123.9484021095952,Q2,0,0,0,0,0,,,0
zedaswap,ZedaSwap,Dexs,ZetaChain,ZetaChain,1008.3251279719078,Q2,0,0,0,0,0,,,0
golden-finance,Golden Finance,Derivatives,ZetaChain,ZetaChain,13399.282007264495,Q2,0,0,0,0,0,,,0
ionise,Ionise,Lending,Zilliqa,Zilliqa,4357.775393723402,Q2,0,0,0,0,0,,,0
plunderswap-v2,PlunderSwap V2,Dexs,Zilliqa,Zilliqa,4352.570451969011,Q2,0,0,0,0,0,,,0
avely-swap,Avely Swap,Dexs,Zilliqa,Zilliqa,844.5737657768357,Q2,0,0,0,0,0,,,0
pillar,Pillar,Algo-Stables,Zilliqa,Zilliqa,1251.9191677944,Q2,0,0,0,0,0,,,0
pumpxy,PumpXY,Launchpad,Zircuit,Zircuit,243.33188238843948,Q2,0,0,0,0,0,,,0
ocelex-v1,Ocelex V1,Dexs,Zircuit,Zircuit,3021.164684674599,Q2,0,0,0,0,0,,,0
inu-fair,INU FAIR,Dexs,Zkfair,Zkfair,803.0677254136896,Q2,0,0,0,0,0,,,0
venuswap,Venuswap,Dexs,Zkfair,Zkfair,1479.859681529829,Q2,0,0,0,0,0,,,0
zkfairswap,ZKFairSwap,Dexs,Zkfair,Zkfair,263.36155387391307,Q2,0,0,0,0,0,,,0
ibtc-finance,iBTC Finance,Liquid Restaking,exSat,exSat,366.6783845306851,Q2,0,0,0,0,0,,,0
emberswap,EmberSwap,Dexs,smartBCH,smartBCH,1651.8941823912292,Q2,0,0,0,0,0,,,0
smartdexbch,SmartDEXBCH,Dexs,smartBCH,smartBCH,1244.852616710721,Q2,0,0,0,0,0,,,0
honkswap,HonkSwap,Dexs,smartBCH,smartBCH,1588.6014769641492,Q2,0,0,0,0,0,,,0
catsluck,CatsLuck,Prediction Market,smartBCH,smartBCH,2962.048362760805,Q2,0,0,0,0,0,,,0
mantra-protocol,Mantra Protocol,NFT Lending,smartBCH,smartBCH;Shibarium;Dogechain;Cronos,2445.135408841056,Q2,0,0,0,0,0,,,0
dumpex,DumpEX,Farm,xDai,xDai;Binance;Blast;Linea;Ethereum;Base;Optimism;Arbitrum;Avalanche;Polygon;Fantom,6.900972725731524,Q2,0,0,0,0,0,,,0
fuji-v2,Fuji V2,Lending,xDai,xDai;Arbitrum;Ethereum;Polygon;Optimism,2683.2635350531114,Q2,0,0,0,0,0,,,0
mu-exchange,Mu Exchange,Derivatives,xDai,xDai,942.8089129817062,Q2,0,0,0,0,0,,,0
desyn-safe,DeSyn Safe,Farm,zkLink,zkLink;Merlin;Bitlayer;Arbitrum;Mode;CORE;AILayer;BSquared;Hemi;Binance;Goat;Plume Mainnet;Linea;Scroll;exSat;HashKey Chain,9010.024048668034,Q2,0,0,0,0,0,,,0
logx-v1,LogX V1,Derivatives,zkLink,zkLink;Telos;Manta;Mode;Linea;Mantle;Fuse;Kroma,3656.433485849376,Q2,0,0,0,0,0,,,0
novaswap-v1,NovaSwap V1,Dexs,zkLink,zkLink,1026.037506204705,Q2,0,0,0,0,0,,,0
ko.one,ko.one,Dexs,zkSync Era,zkSync Era,425.5084543770607,Q2,0,0,0,0,0,,,0
syncus,Syncus,Reserve Currency,zkSync Era,zkSync Era;Ethereum,13.968303208717582,Q2,0,0,0,0,0,,,0
dexilla,Dexilla,Dexs,zkSync Era,zkSync Era;Mode;Optimism;Arbitrum;Base,149.0271254030552,Q2,0,0,0,0,0,,,0
zk-swap,zk-Swap,Dexs,zkSync Era,zkSync Era,4534.49029466128,Q2,0,0,0,0,0,,,0
rfx-exchange-v2,RFX Exchange V2,Derivatives,zkSync Era,zkSync Era;Sonic,499.22198387974447,Q2,0,0,0,0,0,,,0
ainn-swap,AINN Swap,Dexs,AILayer,AILayer,72907.80434189999,Q3,0,0,0,0,0,,,0
liquidops,LiquidOps,Lending,AO,AO,45211.39256484981,Q3,0,0,0,0,0,,,0
kona-v2,Kona V2,Dexs,Abstract,Abstract,393040.760828028,Q3,0,0,0,0,0,,,0
zoo.fun,ZOO.FUN,Launchpad,Abstract,Abstract,25854.339526697247,Q3,0,0,0,0,0,,,0
noxa,NOXA,Dexs,Abstract,Abstract,73720.20098958493,Q3,0,0,0,0,0,,,0
gacha,Gacha,Prediction Market,Abstract,Abstract,33859.49869026223,Q3,0,0,0,0,0,,,0
witty,Witty,Gaming,Abstract,Abstract,37000.70535479984,Q3,0,0,0,0,0,,,0
taiga-acala,Taiga Acala,Synthetics,Acala,Acala,220064.8300546735,Q3,0,0,0,0,0,,,0
acala-euphrates,Acala Euphrates,Yield,Acala,Acala,519074.4134650874,Q3,0,0,0,0,0,,,0
inter-protocol,Inter Protocol,CDP,Agoric,Agoric,110462.52156918313,Q3,0,0,0,0,0,,,0
ayin,AYIN,Dexs,Alephium,Alephium,86191.32205530563,Q3,0,0,0,0,0,,,0
elexium,Elexium,Dexs,Alephium,Alephium,239743.16180810193,Q3,0,0,0,0,0,,,0
nightshade-finance,Nightshade Finance,Dexs,Alephium,Alephium,278306.2975405672,Q3,0,0,0,0,0,,,0
tardly,Tardly,Yield Lottery,Algorand,Algorand,73781.20467581878,Q3,0,0,0,0,0,,,0
algorai-finance,AlgoRai Finance,Options Vault,Algorand,Algorand,17357.80190111035,Q3,0,0,0,0,0,,,0
gard,GARD,CDP,Algorand,Algorand,22199.994920420304,Q3,0,0,0,0,0,,,0
algofi-swap,Algofi Swap,Dexs,Algorand,Algorand,69446.35606093271,Q3,0,0,0,0,0,,,0
myth-finance-dualstake,Myth Finance dualSTAKE,Liquid Staking,Algorand,Algorand,297583.20839550346,Q3,0,0,0,0,0,,,0
ancient8-swap,Ancient8 Swap,Dexs,Ancient8,Ancient8,86849.9971134159,Q3,0,0,0,0,0,,,0
ape-express,Ape Express,Launchpad,ApeChain,ApeChain,43073.49468824729,Q3,0,0,0,0,0,,,0
apebank,ApeBank,Lending,ApeChain,ApeChain,159556.82791832878,Q3,0,0,0,0,0,,,0
clutch-markets,Clutch Markets,Prediction Market,ApeChain,ApeChain;Arbitrum,410653.62986339186,Q3,0,0,0,0,0,,,0
abel-finance,ABEL Finance,Lending,Aptos,Aptos,256435.5155908135,Q3,0,0,0,0,0,,,0
aptin-finance-v1,Aptin Finance V1,Lending,Aptos,Aptos,50454.49952018403,Q3,0,0,0,0,0,,,0
aux-exchange,AUX Exchange,Dexs,Aptos,Aptos,15277.681243665797,Q3,0,0,0,0,0,,,0
tortuga,Tortuga,Liquid Staking,Aptos,Aptos,32722.24222881686,Q3,0,0,0,0,0,,,0
moneyfi,MoneyFi,Yield Aggregator,Aptos,Aptos;CORE;Base;Binance;Soneium;Optimism;Arbitrum;Ethereum,396951.2206803263,Q3,0,0,0,0,0,,,0
fluidity-money,Fluidity Money,CDP,Arbitrum,Arbitrum;Ethereum;Solana,66698.87981248011,Q3,0,0,0,0,0,,,0
rho-protocol,Rho Protocol,Derivatives,Arbitrum,Arbitrum,61329.364024000555,Q3,0,0,0,0,0,,,0
renegade,Renegade,Dexs,Arbitrum,Arbitrum;Base,342130.8504645041,Q3,0,0,0,0,0,,,0
ordernchaos,OrderNChaos,Algo-Stables,Arbitrum,Arbitrum;Avalanche;Binance;zkSync Era;Kava,60685.70180730559,Q3,0,0,0,0,0,,,0
lsp.finance,LSP.Finance,Staking Pool,Arbitrum,Arbitrum,219763.27047124747,Q3,0,0,0,0,0,,,0
rcpswap,RCPswap,Dexs,Arbitrum Nova,Arbitrum Nova,69107.89503585856,Q3,0,0,0,0,0,,,0
arbswap-amm,Arbswap AMM,Dexs,Arbitrum Nova,Arbitrum Nova;Arbitrum,342842.4758031658,Q3,0,0,0,0,0,,,0
astrovault,Astrovault,Dexs,Archway,Archway;Nibiru;Neutron,317385.74582208466,Q3,0,0,0,0,0,,,0
hyperswap-on-areon-network,hyperswap on Areon Network,Dexs,Areon Network,Areon Network,18001.496564100722,Q3,0,0,0,0,0,,,0
asset-chain-swap,Asset Chain Swap,Dexs,Asset Chain,Asset Chain,227612.05241853851,Q3,0,0,0,0,0,,,0
starlay-finance,Starlay Finance,Lending,Astar,Astar;Acala,313897.04532253905,Q3,0,0,0,0,0,,,0
arthswap-v3,ArthSwap V3,Dexs,Astar,Astar;Astar zkEVM,185302.01306079887,Q3,0,0,0,0,0,,,0
omni-liquid-staking,Omni Liquid Staking,Liquid Staking,Astar,Astar;Moonbeam;Moonriver;Astar zkEVM,487904.7842723995,Q3,0,0,0,0,0,,,0
algem,Algem,Liquid Staking,Astar,Astar,42448.20044143488,Q3,0,0,0,0,0,,,0
sio2-finance,SiO2 Finance,Lending,Astar,Astar,244251.89673877464,Q3,0,0,0,0,0,,,0
verylongswap-amm,VeryLongSwap AMM,Dexs,Astar zkEVM,Astar zkEVM,16181.891995966416,Q3,0,0,0,0,0,,,0
halotrade-cosmos,HaloTrade Cosmos,Dexs,Aura Network,Aura Network,32428.60891282095,Q3,0,0,0,0,0,,,0
auroraswap,AuroraSwap,Dexs,Aurora,Aurora,91376.77828388262,Q3,0,0,0,0,0,,,0
wannaswap,WannaSwap,Dexs,Aurora,Aurora,81259.65994715848,Q3,0,0,0,0,0,,,0
nearpad,Nearpad,Dexs,Aurora,Aurora,32866.205697584686,Q3,0,0,0,0,0,,,0
aurigami,Aurigami,Lending,Aurora,Aurora,470413.78683282697,Q3,0,0,0,0,0,,,0
rose,Rose,Dexs,Aurora,Aurora,126308.32511763378,Q3,0,0,0,0,0,,,0
swapsicle-v1,Swapsicle V1,Dexs,Avalanche,Avalanche;Telos;Arbitrum;Binance;Polygon;Optimism;Fantom;Ethereum,32721.920435315275,Q3,0,0,0,0,0,,,0
lydia,Lydia,Dexs,Avalanche,Avalanche,58620.39531890927,Q3,0,0,0,0,0,,,0
mushrooms-finance,Mushrooms Finance,Yield Aggregator,Avalanche,Avalanche;Ethereum;Polygon;Binance;Fantom,34738.68263875613,Q3,0,0,0,0,0,,,0
waterfall-defi,Waterfall DeFi,Yield Aggregator,Avalanche,Avalanche;Binance,25597.59105481395,Q3,0,0,0,0,0,,,0
stabilize,Stabilize,CDP,Avalanche,Avalanche,23725.680879614854,Q3,0,0,0,0,0,,,0
bido-finance,Bido Finance,Liquid Staking,BEVM,BEVM,71525.67281963641,Q3,0,0,0,0,0,,,0
savmdex,SavmDEX,Dexs,BEVM,BEVM,19276.9375229921,Q3,0,0,0,0,0,,,0
bevmswap,Bevmswap,Dexs,BEVM,BEVM,20256.06393105573,Q3,0,0,0,0,0,,,0
bswap-dex,BSwap Dex,Dexs,BEVM,BEVM,32313.39384294901,Q3,0,0,0,0,0,,,0
bob-gateway,BOB Gateway,Dexs,BOB,BOB,82762.87669516305,Q3,0,0,0,0,0,,,0
persistence-dex,Persistence DEX,Dexs,Babylon Genesis,Babylon Genesis;Persistence,136369.80845868104,Q3,0,0,0,0,0,,,0
kujata,Kujata,Dexs,Bahamut,Bahamut,15801.43141091356,Q3,0,0,0,0,0,,,0
percentme,Percentme,Lending,Bahamut,Bahamut,77622.12929468844,Q3,0,0,0,0,0,,,0
silkswap,SilkSwap,Dexs,Bahamut,Bahamut,52445.033383554735,Q3,0,0,0,0,0,,,0
t2t2,T2T2,SoFi,Base,Base;Ethereum,15186.984846740168,Q3,0,0,0,0,0,,,0
velocimeter-v2,Velocimeter V2,Dexs,Base,Base;Canto;Mantle;Pulse,54463.254680076694,Q3,0,0,0,0,0,,,0
8lends,8lends,RWA Lending,Base,Base,205326.43015638329,Q3,0,0,0,0,0,,,0
songtech,SongTech,SoFi,Base,Base,20357.21893266913,Q3,0,0,0,0,0,,,0
autoearn-finance,Autoearn Finance,Yield Aggregator,Base,Base;zkSync Era;Arbitrum,52490.0874979817,Q3,0,0,0,0,0,,,0
ivx-protocol,IVX Protocol,Options,Berachain,Berachain,33744.51006476615,Q3,0,0,0,0,0,,,0
kodiak-v2,Kodiak V2,Dexs,Berachain,Berachain,246015.26878498553,Q3,0,0,0,0,0,,,0
aquabera,AquaBera,Liquidity manager,Berachain,Berachain,28645.75645769745,Q3,0,0,0,0,0,,,0
webera-finance,WeBera Finance,Yield,Berachain,Berachain,32145.0126955331,Q3,0,0,0,0,0,,,0
brownfi,BrownFi,Dexs,Berachain,Berachain;Linea;Hyperliquid L1;Base;Arbitrum;Binance,346458.11220775836,Q3,0,0,0,0,0,,,0
stonedefi,StoneDefi,Yield Aggregator,Binance,Binance;Polygon;Avalanche;Ethereum,80888.30755168153,Q3,0,0,0,0,0,,,0
cafeswap,CafeSwap,Dexs,Binance,Binance;Polygon,41259.41871034847,Q3,0,0,0,0,0,,,0
nusa,Nusa,Lending,Binance,Binance;Lisk,160627.9240208627,Q3,0,0,0,0,0,,,0
pell-network,Pell Network,Restaking,Binance,Binance;Bitlayer;BOB;IoTeX;BSquared;Ethereum;CORE;Merlin;RSK;Arbitrum;Mantle;Base;BEVM;Scroll;ZetaChain;AILayer;Goat;Hemi;HashKey Chain;Plume Mainnet,570188.6868449514,Q3,0,0,0,0,0,,,0
hyperjump,HyperJump,Dexs,Binance,Binance;Fantom;Metis,346528.44566759845,Q3,0,0,0,0,0,,,0
21.co,21.co,Bridge,Bitcoin,Bitcoin;Ripple;Doge;Binance;Cardano;Litecoin;Polkadot;Solana,470993.8919886968,Q3,0,0,0,0,0,,,0
klever-exchange,Klever Exchange,CEX,Bitcoin,Bitcoin;Ethereum;Tron,76212.46334273026,Q3,0,0,0,0,0,,,0
the-tokenized-bitcoin,The Tokenized Bitcoin,Bridge,Bitcoin,Bitcoin;Ethereum,412171.695402977,Q3,0,0,0,0,0,,,0
lisa-btc-lst,LISA BTC LST,Restaked BTC,Bitcoin,Bitcoin,430895.59698108264,Q3,0,0,0,0,0,,,0
multibit-protocol,MultiBit Protocol,Bridge,Bitcoin,Bitcoin;Ethereum;BounceBit;Polygon;Binance,171255.71604125656,Q3,0,0,0,0,0,,,0
cmswap,CMswap,Dexs,Bitkub,Bitkub;JBC,54055.89405064455,Q3,0,0,0,0,0,,,0
bitparty,Bitparty,Farm,Bitlayer,Bitlayer,32172.489797863727,Q3,0,0,0,0,0,,,0
macaron-amm,Macaron AMM,Dexs,Bitlayer,Bitlayer,115122.94395240302,Q3,0,0,0,0,0,,,0
bitsmiley,bitSmiley,CDP,Bitlayer,Bitlayer,460494.94646974874,Q3,0,0,0,0,0,,,0
bitcow,bitCow,Dexs,Bitlayer,Bitlayer,121648.36207419976,Q3,0,0,0,0,0,,,0
enzo-finance,ENZO Finance,Lending,Bitlayer,Bitlayer,22573.61165591205,Q3,0,0,0,0,0,,,0
agentfi,AgentFi,AI Agents,Blast,Blast,179886.5567559167,Q3,0,0,0,0,0,,,0
akitaswap,AkitaSwap,Dexs,Blast,Blast,62271.48259405616,Q3,0,0,0,0,0,,,0
blasterswap-v2,Blasterswap V2,Dexs,Blast,Blast,485946.2302158782,Q3,0,0,0,0,0,,,0
roguex,Roguex,Dexs,Blast,Blast,49534.862530917526,Q3,0,0,0,0,0,,,0
particle-lamm,Particle LAMM,Derivatives,Blast,Blast,165815.40714699033,Q3,0,0,0,0,0,,,0
chimpx-ai,ChimpX AI,Dexs,Boba,Boba;Linea,156135.00061715062,Q3,0,0,0,0,0,,,0
lynx,Lynx,Derivatives,Boba,Boba;Sonic;Arbitrum;Ethereum;Fantom;Mode;Zircuit;Celo;Binance;Polygon;Fuse;Optimism;Mantle;Linea,244974.33833626492,Q3,0,0,0,0,0,,,0
zencha-finance,Zencha Finance,Dexs,Boba,Boba,85894.30224175515,Q3,0,0,0,0,0,,,0
oolongswap,OolongSwap,Dexs,Boba,Boba,303071.91690080747,Q3,0,0,0,0,0,,,0
wefi,wefi,Lending,Boba,Boba;XDC;Polygon;Linea,87401.94919860426,Q3,0,0,0,0,0,,,0
palladium-protocol,Palladium Protocol,CDP,Botanix,Botanix,156625.3946426736,Q3,0,0,0,0,0,,,0
bitstable-finance,BitStable Finance,CDP,BounceBit,BounceBit;Bitcoin;Binance;Ethereum,60962.620239724005,Q3,0,0,0,0,0,,,0
satoshicoreswap,SatoshiCoreSwap,Dexs,CORE,CORE,348782.02179438306,Q3,0,0,0,0,0,,,0
corex-network,COREx Network,Dexs,CORE,CORE,19863.290981579557,Q3,0,0,0,0,0,,,0
molten-v3,Molten V3,Dexs,CORE,CORE,233373.64656854287,Q3,0,0,0,0,0,,,0
archerswap,ArcherSwap,Dexs,CORE,CORE,116828.21555117324,Q3,0,0,0,0,0,,,0
openex,OpenEX,Dexs,CORE,CORE,29060.34237342309,Q3,0,0,0,0,0,,,0
oneswap,OneSwap,Dexs,CSC,CSC;Ethereum;Binance;Tron,388615.90727265395,Q3,0,0,0,0,0,,,0
ifpool,IFPool,Liquid Staking,CSC,CSC,151399.4690609211,Q3,0,0,0,0,0,,,0
canto-dex,Canto Dex,Dexs,Canto,Canto,236329.2249493081,Q3,0,0,0,0,0,,,0
forteswap,Forteswap,Dexs,Canto,Canto,20418.7158432725,Q3,0,0,0,0,0,,,0
vivacity-finance,Vivacity Finance,RWA Lending,Canto,Canto,23453.911413315735,Q3,0,0,0,0,0,,,0
nitron,Nitron,CDP,Carbon,Carbon,109692.7874965041,Q3,0,0,0,0,0,,,0
demex-perp,Demex Perp,Derivatives,Carbon,Carbon,576061.4655954331,Q3,0,0,0,0,0,,,0
teddyswap,TeddySwap,Dexs,Cardano,Cardano,110744.61205301616,Q3,0,0,0,0,0,,,0
saturn-swap,Saturn Swap,Dexs,Cardano,Cardano,69282.80925970012,Q3,0,0,0,0,0,,,0
anetabtc,anetaBTC,Bridge,Cardano,Cardano;Ergo,125588.6049153496,Q3,0,0,0,0,0,,,0
muesliswap,MuesliSwap,Dexs,Cardano,Cardano;Milkomeda,352200.19090550335,Q3,0,0,0,0,0,,,0
jpg-store,JPG Store,NFT Marketplace,Cardano,Cardano,362118.66569312464,Q3,0,0,0,0,0,,,0
stride-hyperlane,Stride Hyperlane,Bridge,Celestia,Celestia,157146.63714326022,Q3,0,0,0,0,0,,,0
mobius-money,Mobius Money,Dexs,Celo,Celo,412671.93716031255,Q3,0,0,0,0,0,,,0
untangled-vault,Untangled Vault,Onchain Capital Allocator,Celo,Celo;Polygon,152017.1527016646,Q3,0,0,0,0,0,,,0
poof-cash,Poof Cash,Lending,Celo,Celo,177248.68575177662,Q3,0,0,0,0,0,,,0
gardens,Gardens,Governance Incentives,Celo,Celo;xDai;Optimism;Base;Arbitrum;Polygon,87553.6803611306,Q3,0,0,0,0,0,,,0
ubeswap-v3,Ubeswap V3,Dexs,Celo,Celo,102848.10171027992,Q3,0,0,0,0,0,,,0
kewl-exchange,KEWL EXCHANGE,Dexs,Chiliz,Chiliz;Arbitrum;Binance;Sonic;Avalanche;Base,43907.897314702604,Q3,0,0,0,0,0,,,0
diviswap,DiviSwap,Dexs,Chiliz,Chiliz,20049.8494292712,Q3,0,0,0,0,0,,,0
colorpool,ColorPool,Dexs,Chromia,Chromia,450177.5842728826,Q3,0,0,0,0,0,,,0
civitia-game,Civitia Game,Gaming,Civitia,Civitia,56986.0855608947,Q3,0,0,0,0,0,,,0
memedex,MemeDex,Dexs,Conflux,Conflux,63132.88399830117,Q3,0,0,0,0,0,,,0
pacaswap-bridge,PacaSwap Bridge,Bridge,Constellation,Constellation,349750.6635696378,Q3,0,0,0,0,0,,,0
pryzm-liquid-staking,Pryzm Liquid Staking,Liquid Staking,Cosmos,Cosmos;Terra2;Celestia;Injective;Osmosis,336411.91374644137,Q3,0,0,0,0,0,,,0
snowswap-amm,SnowSwap AMM,Dexs,Crab,Crab;Darwinia,100061.36113635317,Q3,0,0,0,0,0,,,0
crescent-dex,Crescent Dex,Dexs,Crescent,Crescent,55579.77213905445,Q3,0,0,0,0,0,,,0
argo-finance,Argo Finance,Liquid Staking,Cronos,Cronos,389854.21249234304,Q3,0,0,0,0,0,,,0
photonswap-finance,PhotonSwap Finance,Dexs,Cronos,Cronos;Kava;Evmos,142032.84502291988,Q3,0,0,0,0,0,,,0
obsidian,Obsidian,Dexs,Cronos,Cronos;Cronos zkEVM,247539.0624859524,Q3,0,0,0,0,0,,,0
bored-candy-city,Bored Candy City,Dexs,Cronos,Cronos,42709.5351997067,Q3,0,0,0,0,0,,,0
crow-finance,Crow Finance,Dexs,Cronos,Cronos,138161.8973275855,Q3,0,0,0,0,0,,,0
h2-finance-v3,H2 Finance V3,Dexs,Cronos zkEVM,Cronos zkEVM,144562.82883054885,Q3,0,0,0,0,0,,,0
xswap-dex,xSwap DEX,Dexs,CrossFi,CrossFi,72176.00927167281,Q3,0,0,0,0,0,,,0
xassets,xAssets,RWA,CrossFi,CrossFi,28013.088714627404,Q3,0,0,0,0,0,,,0
cyberswap,CyberSwap,Dexs,Cyber,Cyber,23178.127320501488,Q3,0,0,0,0,0,,,0
openbisea,OpenBiSea,Dexs,DChain,DChain;Aurora;Binance;Kava;Polygon,21848.37323173732,Q3,0,0,0,0,0,,,0
vanillaswap-v2,VanillaSwap V2,Dexs,DeFiChain EVM,DeFiChain EVM,468841.4699359684,Q3,0,0,0,0,0,,,0
defichain-loans,DefiChain Loans,Synthetics,DefiChain,DefiChain,536718.2008667235,Q3,0,0,0,0,0,,,0
clever-protocol,Clever Protocol,Dexs,Dogechain,Dogechain,32808.902225884485,Q3,0,0,0,0,0,,,0
kibbleswap,KibbleSwap,Dexs,Dogechain,Dogechain,112060.99030429646,Q3,0,0,0,0,0,,,0
yodeswap,Yodeswap,Dexs,Dogechain,Dogechain,86787.30004589375,Q3,0,0,0,0,0,,,0
edbank,edBank,CDP,EDU Chain,EDU Chain,22246.338417444236,Q3,0,0,0,0,0,,,0
sailfish-finance,SailFish Finance,Dexs,EDU Chain,EDU Chain,587653.115571781,Q3,0,0,0,0,0,,,0
blend-finance,Blend Finance,Lending,EDU Chain,EDU Chain;BEVM;Arbitrum;Base,17242.961538030526,Q3,0,0,0,0,0,,,0
gainzswap,GainzSwap,Dexs,EDU Chain,EDU Chain,334154.43210128765,Q3,0,0,0,0,0,,,0
bethash,BetHash,Luck Games,EOS,EOS,17326.859968269,Q3,0,0,0,0,0,,,0
vigor,Vigor,Lending,EOS,EOS,131360.02868235853,Q3,0,0,0,0,0,,,0
1dex,1DEX,Dexs,EOS,EOS,308591.09191531216,Q3,0,0,0,0,0,,,0
dmd-finance,DMD Finance,Yield,EOS,EOS,142864.92574462038,Q3,0,0,0,0,0,,,0
