protocol_name_raw,symbol,category,chains,tvl_max,audit_firms,audit_score_max,audit_score_mean,last_audit_date,audit_sources,audit_firm_count,has_audit,audit_score,any_top_firm,proto_norm,slug,name,symbol_llama,category_llama,tvl,chains_llama
Fixes frc20 Staking,-,Staking Pool,['Flow'],17718.49474369222,[],,,,['api'],0,0,,0,fixes frc20 staking,fixes-frc20-staking,Fixes frc20 Staking,-,Staking Pool,5244.6137677015195,Flow
Fixes Launchpad,-,Launchpad,['Flow'],802.3285056666989,[],,,,['api'],0,0,,0,fixes launchpad,fixes-launchpad,Fixes Launchpad,-,Launchpad,226.9739193789117,Flow
Fizzswap V2,-,Dexs,['Silicon zkEVM'],2331.4589210674803,[],,,,['api'],0,0,,0,fizzswap v2,fizzswap-v2,Fizzswap V2,-,Dexs,1904.6036950799064,Silicon zkEVM
Fizzswap V3,-,Dexs,['Silicon zkEVM'],10858.589711952036,[],,,,['api'],0,0,,0,fizzswap v3,fizzswap-v3,Fizzswap V3,-,Dexs,6172.232304997906,Silicon zkEVM
Fjord V1,FJO,Launchpad,['nan'],,[],,,,['api'],0,0,,0,fjord v1,fjord-v1,Fjord V1,FJO,Launchpad,,
Fjord V2,FJO,Launchpad,['nan'],,[],,,,['api'],0,0,,0,fjord v2,fjord-v2,Fjord V2,FJO,Launchpad,,
Flair Dex,FLDX,Dexs,['Avalanche'],52632.84932642901,[],,,,['api'],0,0,,0,flair dex,flair-dex,Flair Dex,FLDX,Dexs,50251.82740467173,Avalanche
Flame DeFi,FLAME,Yield,['Tezos'],1948.746410098748,[],,,,['api'],0,0,,0,flame defi,flame-defi,Flame DeFi,FLAME,Yield,1710.2219409951315,Tezos
Flamincome,FLAG,Yield Aggregator,['Ethereum'],0.0,[],,,,['api'],0,0,,0,flamincome,flamincome,Flamincome,FLAG,Yield Aggregator,0.0,Ethereum
Flamingo Finance,FLM,Dexs,['NEO'],7933473.637474139,[],,,,['api'],0,0,,0,flamingo finance,flamingo-finance,Flamingo Finance,FLM,Dexs,3300281.643398752,NEO
Flamingo Lend,FLM,Lending,['NEO'],2170495.502389439,[],,,,['api'],0,0,,0,flamingo lend,flamingo-lend,Flamingo Lend,FLM,Lending,1614203.4875762796,NEO
Flap sh,-,Launchpad,['Binance'],46650.03440012746,[],,,,['api'],0,0,,0,flap sh,flap-sh,Flap sh,-,Launchpad,107467.22859109874,Binance;X Layer
Flare,FLR,Chain,['nan'],,[],,,,['api'],0,0,,0,flare,flare,Flare,FLR,Chain,,
FlareBank,BANK,Reserve Currency,['Flare'],888464.7253596409,[],,,,['api'],0,0,,0,flarebank,flarebank,FlareBank,BANK,Reserve Currency,405299.0029199592,Flare
Flashbots,-,MEV,['nan'],,[],,,,['api'],0,0,,0,flashbots,flashbots,Flashbots,-,MEV,,
FlashLiquidity,FLIQ,Dexs,['Multi-Chain'],757.4564461198083,[],,,,['api'],0,0,,0,flashliquidity,flashliquidity,FlashLiquidity,FLIQ,Dexs,117.40932335379664,Polygon;Polygon zkEVM;Base;Arbitrum;Avalanche
FlashPulse,FlashToken,Farm,['Pulse'],0.0371564047111004,[],,,,['api'],0,0,,0,flashpulse,flashpulse,FlashPulse,FlashToken,Farm,0.0233459616850255,Pulse
Flashstake,FLASH,Yield,['Multi-Chain'],83921.50410311937,[],,,,['api'],0,0,,0,flashstake,flashstake,Flashstake,FLASH,Yield,64313.394355265445,Ethereum;Optimism;Arbitrum
Flashstake OLD,FLASH,Yield,['Ethereum'],8332.623694304568,[],,,,['api'],0,0,,0,flashstake old,flashstake-old,Flashstake OLD,FLASH,Yield,6324.425838091131,Ethereum
FlashTrade,FAF,Derivatives,['Solana'],21125084.24032436,[],,,,['api'],0,0,,0,flashtrade,flashtrade,FlashTrade,FAF,Derivatives,14318047.109612646,Solana
Flast Protocol,-,Liquid Staking,['Blast'],0.0,[],,,,['api'],0,0,,0,flast protocol,flast-protocol,Flast Protocol,-,Liquid Staking,0.0,Blast
Flat Money V1,DHT,Partially Algorithmic Stablecoin,['Base'],2133482.0260097655,[],,,,['api'],0,0,,0,flat money v1,flat-money-v1,Flat Money V1,DHT,Partially Algorithmic Stablecoin,261679.01181180697,Base
Flat Money V2,DHT,Partially Algorithmic Stablecoin,['Multi-Chain'],4440374.76447792,[],,,,['api'],0,0,,0,flat money v2,flat-money-v2,Flat Money V2,DHT,Partially Algorithmic Stablecoin,2364857.0910830656,Arbitrum;Optimism
FlatCoin DEX,FLAT,Farm,['Tron'],12.503065,[],,,,['api'],0,0,,0,flatcoin dex,flatcoin-dex,FlatCoin DEX,FLAT,Farm,12.497218566006987,Tron
FlatQube,QUBE,Dexs,['Everscale'],423800.0,[],,,,['api'],0,0,,0,flatqube,flatqube,FlatQube,QUBE,Dexs,261437.0,Everscale
flaunch,-,Launchpad,['Base'],2428853.169527596,[],,,,['api'],0,0,,0,flaunch,flaunch,flaunch,-,Launchpad,1968382.041227086,Base
Flex Perpetuals,FDX,Derivatives,['Base'],1609827.7628929652,[],,,,['api'],0,0,,0,flex perpetuals,flex-perpetuals,Flex Perpetuals,FDX,Derivatives,841078.0094864856,Base
Flexa,AMP,Payments,['Ethereum'],14606726.499237984,[],,,,['api'],0,0,,0,flexa,flexa,Flexa,AMP,Payments,9761906.76663661,Ethereum
Fliperino,-,Prediction Market,['EthereumPoW'],1.174119911565773,[],,,,['api'],0,0,,0,fliperino,fliperino,Fliperino,-,Luck Games,0.4849924901179057,EthereumPoW
Flipster,-,CEX,['Multi-Chain'],88016985.23312736,[],,,,['api'],0,0,,0,flipster,flipster,Flipster,-,CEX,64145842.442160584,Ethereum;Bitcoin;Binance;Tron;Aptos;Arbitrum;Optimism;TON;Stable;Klaytn;Solana;Ripple;Polygon;Sui;Cosmos;Algorand;Avalanche;Sonic;Near;Celo;Base;Blast
FlitSwap,-,Dexs,['Op_Bnb'],90.0053653266487,[],,,,['api'],0,0,,0,flitswap,flitswap,FlitSwap,-,Dexs,78.64959211151319,Op_Bnb
Float,FLT,Derivatives,['Multi-Chain'],143810.44495420848,[],,,,['api'],0,0,,0,float,float,Float,FLT,Derivatives,144145.0478878411,Polygon;Avalanche
Float Protocol,BANK,Yield,['Ethereum'],536185.1403564354,[],,,,['api'],0,0,,0,float protocol,float-protocol,Float Protocol,BANK,Yield,265858.4008882768,Ethereum
FlokiFi Locker,FLOKI,Token Locker,['Multi-Chain'],27865877.588540982,[],,,,['api'],0,0,,0,flokifi locker,flokifi-locker,FlokiFi Locker,FLOKI,Token Locker,17476957.537010882,Binance;Ethereum;Base;Avalanche;Dogechain;Cronos;Arbitrum;Optimism;Fantom;Polygon;Kucoin;Op_Bnb;Evmos;Blast;OKExChain
Floor Dao,FLOOR,Reserve Currency,['Ethereum'],0.0,[],,,,['api'],0,0,,0,floor dao,floor-dao,Floor Dao,FLOOR,Reserve Currency,0.0,Ethereum
Flooring Protocol,FLC,NFT Marketplace,['Ethereum'],40.17356233740694,[],,,,['api'],0,0,,0,flooring protocol,flooring-protocol,Flooring Protocol,FLC,NFT Marketplace,16.51490838607384,Ethereum
Florence Finance,FFM,RWA Lending,['Multi-Chain'],0.0,[],,,,['api'],0,0,,0,florence finance,florence-finance,Florence Finance,FFM,RWA Lending,0.0,Ethereum;Arbitrum;Base
Flow,FLOW,Chain,['nan'],,[],,,,['api'],0,0,,0,flow,flow,Flow,FLOW,Chain,,
FlowX Aggregator,FLX,DEX Aggregator,['nan'],,[],,,,['api'],0,0,,0,flowx aggregator,flowx-aggregator,FlowX Aggregator,FLX,DEX Aggregator,,
FlowX V2,FLX,Dexs,['Sui'],1591690.3168486168,[],,,,['api'],0,0,,0,flowx v2,flowx-v2,FlowX V2,FLX,Dexs,490140.1427230596,Sui
FlowX V3,FLX,Dexs,['Sui'],4636907.980735964,[],,,,['api'],0,0,,0,flowx v3,flowx-v3,FlowX V3,FLX,Dexs,3041082.9853548766,Sui
FLRFarm,SFIN,Yield,['Multi-Chain'],277636.22053936427,[],,,,['api'],0,0,,0,flrfarm,flrfarm,FLRFarm,SFIN,Yield,172578.13597048167,Flare;Songbird
FLRLoans,-,CDP,['Songbird'],1955.8789900862296,[],,,,['api'],0,0,,0,flrloans,flrloans,FLRLoans,-,CDP,980.328777557074,Songbird
Fluid DEX,FLUID,Dexs,['nan'],,[],,,,['api'],0,0,,0,fluid dex,fluid-dex,Fluid DEX,FLUID,Dexs,,
Fluid DEX Lite,-,Dexs,['nan'],,[],,,,['api'],0,0,,0,fluid dex lite,fluid-dex-lite,Fluid DEX Lite,-,Dexs,,
Fluid Lending,-,Lending,['Multi-Chain'],1848406388.4776928,[],,,,['api'],0,0,,0,fluid lending,fluid-lending,Fluid Lending,-,Lending,1577223983.947681,Ethereum;Plasma;Arbitrum;Base;Polygon
Fluid Lite,FLUID,Yield Aggregator,['Ethereum'],279394703.7965219,[],,,,['api'],0,0,,0,fluid lite,fluid-lite,Fluid Lite,FLUID,Yield Aggregator,267015605.16597912,Ethereum
Fluid Protocol,FTP,CDP,['Fuel'],209600.12490088044,[],,,,['api'],0,0,,0,fluid protocol,fluid-protocol,Fluid Protocol,FTP,CDP,69167.5894341478,Fuel
Fluidity Money,FLY,CDP,['Multi-Chain'],68516.64775759073,[],,,,['api'],0,0,,0,fluidity money,fluidity-money,Fluidity Money,FLY,CDP,66698.87981248011,Arbitrum;Ethereum;Solana
FluidTokens,FLDT,Lending,['Cardano'],3176363.2845945847,[],,,,['api'],0,0,,0,fluidtokens,fluidtokens,FluidTokens,FLDT,Lending,1431201.1878749607,Cardano
Fluity,FLTY,CDP,['Binance'],50439.5,[],,,,['api'],0,0,,0,fluity,fluity,Fluity,FLTY,CDP,44022.34898997395,Binance
Flux,-,CDP,['Radix'],22144.72856872653,[],,,,['api'],0,0,,0,flux,flux,Flux,-,CDP,10945.002749846231,Radix
Flux Exchange,-,Derivatives,['Multi-Chain'],31504.5962946951,[],,,,['api'],0,0,,0,flux exchange,flux-exchange,Flux Exchange,-,Derivatives,23544.699361290903,zkSync Era;Fantom
Flux Finance,-,Lending,['Ethereum'],42529872.389020935,[],,,,['api'],0,0,,0,flux finance,flux-finance,Flux Finance,-,Lending,42400229.33205782,Ethereum
Flux Protocol,FLUX,Lending,['Multi-Chain'],71.63045172744869,[],,,,['api'],0,0,,0,flux protocol,flux-protocol,Flux Protocol,FLUX,Lending,71.63045172744869,OKExChain;Binance;Polygon;Arbitrum;Ethereum;Conflux
FluxBeam,-,Dexs,['Solana'],17071083.080915164,[],,,,['api'],0,0,,0,fluxbeam,fluxbeam,FluxBeam,-,Dexs,17071083.080915164,Solana
Fluxtra,-,Liquid Staking,['Mantra'],75023.19002411497,[],,,,['api'],0,0,,0,fluxtra,fluxtra,Fluxtra,-,Liquid Staking,31193.65458553312,Mantra
FluxusFi,FLX,Dexs,['Base'],68.2105568215509,[],,,,['api'],0,0,,0,fluxusfi,fluxusfi,FluxusFi,FLX,Dexs,65.06509498101926,Base
fly.trade,FLY,Cross Chain Bridge,['nan'],,[],,,,['api'],0,0,,0,fly.trade,fly.trade,fly.trade,FLY,Cross Chain Bridge,,
fMoney,fBUX,Lending,['Multi-Chain'],24170.041823228217,[],,,,['api'],0,0,,0,fmoney,fmoney,fMoney,fBUX,Lending,3213.570111708119,Sonic;Fantom
FNDZ,FNDZ,Dexs,['Binance'],4539.401396573725,[],,,,['api'],0,0,,0,fndz,fndz,FNDZ,FNDZ,Dexs,4027.1332009096022,Binance
FODL Finance,FODL,Options,['Multi-Chain'],0.0,[],,,,['api'],0,0,,0,fodl finance,fodl-finance,FODL Finance,FODL,Leveraged Farming,0.0,Ethereum;Polygon;Binance
Folks Finance Lending,-,Lending,['Algorand'],49532477.654345,[],,,,['api'],0,0,,0,folks finance lending,folks-finance-lending,Folks Finance Lending,-,Lending,33763454.20102832,Algorand
Folks Finance xChain,-,Lending,['Multi-Chain'],31054857.103041086,[],,,,['api'],0,0,,0,folks finance xchain,folks-finance-xchain,Folks Finance xChain,-,Lending,22105886.139578052,Avalanche;Polygon;Ethereum;Monad;Sei;Arbitrum;Base;Binance
Follows,-,SoFi,['Solana'],2131.715714380002,[],,,,['api'],0,0,,0,follows,follows,Follows,-,SoFi,1342.4324630856368,Solana
Fomo3D,-,Farm,['Ethereum'],5017151.490848274,[],,,,['api'],0,0,,0,fomo3d,fomo3d,Fomo3D,-,Farm,3759294.477918707,Ethereum
FomoSwap V2,-,Dexs,['Taraxa'],22046.11888228311,[],,,,['api'],0,0,,0,fomoswap v2,fomoswap-v2,FomoSwap V2,-,Dexs,5392.804570133143,Taraxa
FomoSwap V4,-,Dexs,['Taraxa'],13873.189671,[],,,,['api'],0,0,,0,fomoswap v4,fomoswap-v4,FomoSwap V4,-,Dexs,0.442299149116828,Taraxa
Foodcourt,COUPON,Dexs,['Multi-Chain'],57362.40915623879,[],,,,['api'],0,0,,0,foodcourt,foodcourt,Foodcourt,COUPON,Dexs,45534.281630845,Binance;REIchain
FOOM,FOOM,Derivatives,['nan'],,[],,,,['api'],0,0,,0,foom,foom,FOOM,FOOM,Derivatives,,
Football.Fun,-,Prediction Market,['Base'],4570605.169734999,[],,,,['api'],0,0,,0,football.fun,football.fun,Football.Fun,-,Prediction Market,5904735.109015315,Base
FootballManager,GFM,Gaming,['Arbitrum'],0.0,[],,,,['api'],0,0,,0,footballmanager,footballmanager,FootballManager,GFM,Gaming,0.0,Arbitrum
Forge,-,Dexs,['Evmos'],10989.379300218754,[],,,,['api'],0,0,,0,forge,forge,Forge,-,Dexs,4858.53635810115,Evmos
Forge Game,-,Gaming,['TON'],0.33056289004,[],,,,['api'],0,0,,0,forge game,forge-game,Forge Game,-,Gaming,0.2390859835230698,TON
Forge SX Ovens,FORGE,Synthetics,['Arbitrum'],15347.28756818928,[],,,,['api'],0,0,,0,forge sx ovens,forge-sx-ovens,Forge SX Ovens,FORGE,Synthetics,15417.742379976822,Arbitrum
Forge SX Trade,FORGE,Dexs,['Arbitrum'],1279.4487374860264,[],,,,['api'],0,0,,0,forge sx trade,forge-sx-trade,Forge SX Trade,FORGE,Dexs,1210.975871676833,Arbitrum
forlend,FLD,Lending,['Findora'],1738.3188463074655,[],,,,['api'],0,0,,0,forlend,forlend,forlend,FLD,Lending,1737.7839832540385,Findora
Form Network,FORM,Chain,['Ethereum'],77542.53880436646,[],,,,['api'],0,0,,0,form network,form-network,Form Network,FORM,Chain,47718.50463753224,Ethereum
Forta,FORT,Services,['Polygon'],0.0,[],,,,['api'],0,0,,0,forta,forta,Forta,FORT,Services,0.0,Polygon
Forteswap,-,Dexs,['Canto'],21859.59498560236,[],,,,['api'],0,0,,0,forteswap,forteswap,Forteswap,-,Dexs,20418.7158432725,Canto
FORTH DAO,FORTH,Services,['nan'],0.0,[],,,,['api'],0,0,,0,forth dao,forth-dao,FORTH DAO,FORTH,Services,0.0,
Forthewin Network,NEP,Dexs,['NEO'],425672.55815461016,[],,,,['api'],0,0,,0,forthewin network,forthewin-network,Forthewin Network,NEP,Dexs,425672.55815461016,NEO
FortiFi,-,Yield Aggregator,['Avalanche'],975117.69132633,[],,,,['api'],0,0,,0,fortifi,fortifi,FortiFi,-,Yield Aggregator,544946.1116351718,Avalanche
Fortress,FORT,Reserve Currency,['Avalanche'],0.0,[],,,,['api'],0,0,,0,fortress,fortress,Fortress,FORT,Reserve Currency,0.0,Avalanche
Fortress Loans,FTS,Lending,['Binance'],1168.1215533885545,[],,,,['api'],0,0,,0,fortress loans,fortress-loans,Fortress Loans,FTS,Lending,1168.1215533885545,Binance
ForTube,FOR,Lending,['Multi-Chain'],457.8967900823377,[],,,,['api'],0,0,,0,fortube,fortube,ForTube,FOR,Lending,342.09141521175246,Ethereum;Polygon;OKExChain;Binance;IoTeX
Fortunafi,-,RWA,['Multi-Chain'],221821.20394590544,[],,,,['api'],0,0,,0,fortunafi,fortunafi,Fortunafi,-,RWA,221821.20394590544,Ethereum;Canto;Arbitrum;Blast
Fortune DAO,FORT,Reserve Currency,['Cronos'],0.0,[],,,,['api'],0,0,,0,fortune dao,fortune-dao,Fortune DAO,FORT,Reserve Currency,0.0,Cronos
Foundation,-,NFT Marketplace,['nan'],0.0,[],,,,['api'],0,0,,0,foundation,foundation,Foundation,-,NFT Marketplace,0.0,
Fountain Finance,-,Yield,['Sui'],0.0,[],,,,['api'],0,0,,0,fountain finance,fountain-finance,Fountain Finance,-,Yield,0.0,Sui
Fountain Protocol,FTP,Lending,['Oasis'],102215.47700606698,[],,,,['api'],0,0,,0,fountain protocol,fountain-protocol,Fountain Protocol,FTP,Lending,102215.47700606698,Oasis
four.meme,-,Launchpad,['Binance'],2972474.560348646,[],,,,['api'],0,0,,0,four.meme,four.meme,four.meme,-,Launchpad,4969960.858306875,Binance
FourDex,FDEX,Dexs,['Op_Bnb'],9146.93075801742,[],,,,['api'],0,0,,0,fourdex,fourdex,FourDex,FDEX,Dexs,7992.88085820611,Op_Bnb
FoxSwap,FOX,Yield,['Harmony'],58342.631530820174,[],,,,['api'],0,0,,0,foxswap,foxswap,FoxSwap,FOX,Yield,25821.288924253928,Harmony
Fractal Protocol,-,Yield,['Multi-Chain'],31364.108426620413,[],,,,['api'],0,0,,0,fractal protocol,fractal-protocol,Fractal Protocol,-,Yield,31305.559041654065,Arbitrum;Ethereum;Avalanche;Polygon
Fractional Art,-,Indexes,['Ethereum'],1733045.1745008612,[],,,,['api'],0,0,,0,fractional art,fractional-art,Fractional Art,-,Indexes,98337.87742255072,Ethereum
Fractit Fleet,FLEET,RWA,['Botanix'],0.0,[],,,,['api'],0,0,,0,fractit fleet,fractit-fleet,Fractit Fleet,FLEET,RWA,9.007443195509074,Plume Mainnet;Botanix
Fragmetric,-,Liquid Restaking,['Solana'],87427924.9600202,[],,,,['api'],0,0,,0,fragmetric,fragmetric,Fragmetric,-,Liquid Restaking,23016139.704696752,Solana
FRAKT,FRKT,NFT Lending,['Solana'],23149.520958563997,[],,,,['api'],0,0,,0,frakt,frakt,FRAKT,FRKT,NFT Lending,0.0,Solana
Francium,-,Yield,['Solana'],10472019.0,[],,,,['api'],0,0,,0,francium,francium,Francium,-,Yield,6144136.0,Solana
FrankenCoin,ZCHF,CDP,['Multi-Chain'],34987067.60929166,[],,,,['api'],0,0,,0,frankencoin,frankencoin,Frankencoin,ZCHF,CDP,29188123.156168737,Avalanche;Base;Ethereum;Optimism;Arbitrum;Sonic;Polygon;xDai
Frax,FRAX,Algo-Stables,['Ethereum'],6258633.354612856,[],,,,['api'],0,0,,0,frax,frax,Frax,FRAX,Algo-Stables,61519122.291519135,Ethereum
Frax AMO,FRAX,Services,['nan'],,[],,,,['api'],0,0,,0,frax amo,frax-amo,Frax AMO,FRAX,Services,,
Frax Ether,FRAX,Liquid Staking,['Multi-Chain'],386137010.42675626,[],,,,['api'],0,0,,0,frax ether,frax-ether,Frax Ether,FRAX,Liquid Staking,264525663.89337975,Ethereum;Fraxtal
Frax FPI,FPIS,Algo-Stables,['Ethereum'],703418.5142345296,[],,,,['api'],0,0,,0,frax fpi,frax-fpi,Frax FPI,FPIS,Algo-Stables,277579.7221674072,Ethereum
Frax Swap,FRAX,Dexs,['Multi-Chain'],24497683.67300803,[],,,,['api'],0,0,,0,frax swap,frax-swap,Frax Swap,FRAX,Dexs,15445099.866783328,Ethereum;Fraxtal;Binance;Avalanche;Polygon;Optimism;Dogechain;Arbitrum;Moonbeam;Fantom
Frax USD,FRAX,RWA,['Ethereum'],77925077.24054708,[],,,,['api'],0,0,,0,frax usd,frax-usd,Frax USD,FRAX,RWA,77863905.04376334,Ethereum
Fraxlend,FRAX,Lending,['Multi-Chain'],56655798.44773135,[],,,,['api'],0,0,,0,fraxlend,fraxlend,Fraxlend,FRAX,Lending,35955394.86187234,Ethereum;Fraxtal;Arbitrum
Fraxtal,FXTL,Chain,['Ethereum'],234288397.73347497,[],,,,['api'],0,0,,0,fraxtal,fraxtal,Fraxtal,FXTL,Chain,155394514.59308892,Ethereum
Free Protocol,-,Bridge,['Multi-Chain'],632375268.9242548,[],,,,['api'],0,0,,0,free protocol,free-protocol,Free Protocol,-,Bridge,551811515.835739,Merlin;Ethereum;Binance;Arbitrum;Hemi;Manta;Kroma;Polygon
Freebie Life Finance,FRB,Prediction Market,['Avalanche'],0.0,[],,,,['api'],0,0,,0,freebie life finance,freebie-life-finance,Freebie Life Finance,FRB,Yield Lottery,0.0,Avalanche
FreeLiquid,FL,Lending,['Ethereum'],0.0,[],,,,['api'],0,0,,0,freeliquid,freeliquid,FreeLiquid,FL,Lending,0.0,Ethereum
FreeRiver,FREE,Dexs,['Moonriver'],3262.556194235771,[],,,,['api'],0,0,,0,freeriver,freeriver,FreeRiver,FREE,Dexs,7232.513007110165,Moonriver
Fren Pets,-,Gaming,['Base'],109073.64821467023,[],,,,['api'],0,0,,0,fren pets,fren-pets,Fren Pets,-,Gaming,64440.91997202653,Base
Frensly,-,SoFi,['Base'],10008.36271009062,[],,,,['api'],0,0,,0,frensly,frensly,Frensly,-,SoFi,7500.829477791802,Base
friend.tech V1,FRIEND,SoFi,['Base'],4277638.6771207815,[],,,,['api'],0,0,,0,friend.tech v1,friend.tech-v1,friend.tech V1,FRIEND,SoFi,3035164.8213549093,Base
friend.tech v2,FRIEND,SoFi,['nan'],,[],,,,['api'],0,0,,0,friend.tech v2,friend.tech-v2,friend.tech v2,FRIEND,SoFi,,
Friend3,F3,SoFi,['Multi-Chain'],117427.63148320062,[],,,,['api'],0,0,,0,friend3,friend3,Friend3,F3,SoFi,102144.6059412699,Binance;Op_Bnb
FriendRoom,FRIEND,SoFi,['Ethereum'],7329.479886909642,[],,,,['api'],0,0,,0,friendroom,friendroom,FriendRoom,FRIEND,SoFi,5530.485189908457,Ethereum
Friends With Benefits,FWB,SoFi,['nan'],0.0,[],,,,['api'],0,0,,0,friends with benefits,friends-with-benefits,Friends With Benefits,FWB,SoFi,0.0,
Friendzy,-,SoFi,['Solana'],0.0,[],,,,['api'],0,0,,0,friendzy,friendzy,Friendzy,-,SoFi,0.0,Solana
Frigg.eco,ATT,RWA,['Ethereum'],182532.150863,[],,,,['api'],0,0,,0,frigg.eco,frigg.eco,Frigg.eco,ATT,RWA,182532.150863,Ethereum
Friktion,-,Options Vault,['Solana'],0.0,[],,,,['api'],0,0,,0,friktion,friktion,Friktion,-,Options Vault,0.0,Solana
Fringe V1,FRIN,Lending,['Ethereum'],17799.54154317615,[],,,,['api'],0,0,,0,fringe v1,fringe-v1,Fringe V1,FRIN,Lending,15188.839331509796,Ethereum
Fringe V2,FRIN,Lending,['Multi-Chain'],37547.32428903923,[],,,,['api'],0,0,,0,fringe v2,fringe-v2,Fringe V2,FRIN,Lending,16846.963649132405,Optimism;Ethereum;Polygon;zkSync Era;Arbitrum;Base
Frog Nation Farm,FROG,Farm,['Fantom'],215.86198310403032,[],,,,['api'],0,0,,0,frog nation farm,frog-nation-farm,Frog Nation Farm,FROG,Farm,148.24153541074122,Fantom
Frog Swap,FROG,Dexs,['Kekchain'],0.0,[],,,,['api'],0,0,,0,frog swap,frog-swap,Frog Swap,FROG,Dexs,0.0,Kekchain
Frogge.Finance,-,Dexs,['EOS EVM'],197.18969682911683,[],,,,['api'],0,0,,0,frogge.finance,frogge.finance,Frogge.Finance,-,Dexs,0.0,EOS EVM
Froggy Protocol,FROG,Yield Aggregator,['zkSync Era'],0.0,[],,,,['api'],0,0,,0,froggy protocol,froggy-protocol,Froggy Protocol,FROG,Yield Aggregator,0.0,zkSync Era
Frogswap AMM,-,Dexs,['Degen'],1279.2556318461534,[],,,,['api'],0,0,,0,frogswap amm,frogswap-amm,Frogswap AMM,-,Dexs,0.0,Degen
Frogswap Farm,-,Farm,['Degen'],71.43141034993529,[],,,,['api'],0,0,,0,frogswap farm,frogswap-farm,Frogswap Farm,-,Farm,0.0,Degen
Frontrun Market,-,Services,['Multi-Chain'],42962.15241326589,[],,,,['api'],0,0,,0,frontrun market,frontrun-market,Frontrun Market,-,Services,42486.43100244435,Ethereum;Blast
Frost Finance,TUN,Yield,['Avalanche'],55141.69166932626,[],,,,['api'],0,0,,0,frost finance,frost-finance,Frost Finance,TUN,Yield,52334.85920484052,Avalanche
Frozen Walrus Finance,WLRS,Algo-Stables,['Avalanche'],0.0,[],,,,['api'],0,0,,0,frozen walrus finance,frozen-walrus-finance,Frozen Walrus Finance,WLRS,Algo-Stables,0.0,Avalanche
Fruits of Ryoshi,NONI,Farm,['Dogechain'],3893.079262677847,[],,,,['api'],0,0,,0,fruits of ryoshi,fruits-of-ryoshi,Fruits of Ryoshi,NONI,Farm,2600.4842249075205,Dogechain
FstSwap,-,Dexs,['Binance'],25711007.78196686,[],,,,['api'],0,0,,0,fstswap,fstswap,FstSwap,-,Dexs,15829983.458807318,Binance
FT33 DAO,WSFTW,Reserve Currency,['Base'],0.0,[],,,,['api'],0,0,,0,ft33 dao,ft33-dao,FT33 DAO,WSFTW,Reserve Currency,0.0,Base
FTM Frens,FRENS,Yield,['Fantom'],4.491974014515092,[],,,,['api'],0,0,,0,ftm frens,ftm-frens,FTM Frens,FRENS,Yield,1.4239757720976738,Fantom
Fuel Bridge,-,Bridge,['Ethereum'],29306755.204193003,[],,,,['api'],0,0,,0,fuel bridge,fuel-bridge,Fuel Bridge,-,Bridge,17672291.194555428,Ethereum
Fuel Staking,-,Chain,['nan'],,[],,,,['api'],0,0,,0,fuel staking,fuel-staking,Fuel Staking,-,Chain,,
Fuji V1,-,Lending,['Multi-Chain'],340154.0527461883,[],,,,['api'],0,0,,0,fuji v1,fuji-v1,Fuji V1,-,Lending,252270.9342620944,Ethereum;Arbitrum;Polygon;Fantom;Optimism
Fuji V2,-,Lending,['Multi-Chain'],3471.2294677121454,[],,,,['api'],0,0,,0,fuji v2,fuji-v2,Fuji V2,-,Lending,2683.2635350531114,xDai;Arbitrum;Ethereum;Polygon;Optimism
Fulcrom AMM,FUL,Dexs,['nan'],,[],,,,['api'],0,0,,0,fulcrom amm,fulcrom-amm,Fulcrom AMM,FUL,Dexs,,
Fulcrom Perps,FUL,Derivatives,['Multi-Chain'],26524576.778505303,[],,,,['api'],0,0,,0,fulcrom perps,fulcrom-perps,Fulcrom Perps,FUL,Derivatives,20358938.84305529,Cronos;Cronos zkEVM;zkSync Era
Full Sail,SAIL,Dexs,['Sui'],2440129.3493873933,[],,,,['api'],0,0,,0,full sail,full-sail,Full Sail,SAIL,Dexs,2351173.078369842,Sui
FunBear,FUNB,Services,['Kava'],0.0,[],,,,['api'],0,0,,0,funbear,funbear,FunBear,FUNB,Services,0.0,Kava
FunBeast,BEAST,Dexs,['Astar'],1225.4029127705408,[],,,,['api'],0,0,,0,funbeast,funbeast,FunBeast,BEAST,Dexs,2232.4819235176765,Astar
Function FBTC,-,Bridge,['Bitcoin'],1382794537.6582177,[],,,,['api'],0,0,,0,function fbtc,function-fbtc,Function FBTC,-,Bridge,995457357.5357996,Bitcoin
FunDex,FUN,Dexs,['Multi-Chain'],0.1981536175,[],,,,['api'],0,0,,0,fundex,fundex,FunDex,FUN,Dexs,0.1981536175,Kava;Optimism;Arbitrum
Fungify,FUNG,Lending,['Ethereum'],303616.8881029199,[],,,,['api'],0,0,,0,fungify,fungify,Fungify,FUNG,Lending,224303.09020184443,Ethereum
Furucombo,COMBO,Services,['Polygon'],0.0,[],,,,['api'],0,0,,0,furucombo,furucombo,Furucombo,COMBO,Services,0.0,Polygon
FuryLabs Finance,FURY,Farm,['Fantom'],1481.8441486443007,[],,,,['api'],0,0,,0,furylabs finance,furylabs-finance,FuryLabs Finance,FURY,Farm,465.5525243563555,Fantom
Fusefi Lending,VOLT,Lending,['Fuse'],7.641706450525251,[],,,,['api'],0,0,,0,fusefi lending,fusefi-lending,Fusefi Lending,VOLT,Lending,0.7036140635571464,Fuse
